Date,Adj Close,Close,High,Low,Open,Volume
2018-01-02,41.251190185546875,46.630001068115234,47.79999923706055,46.16999816894531,47.56999969482422,25380000
2018-01-03,42.20661544799805,47.709999084472656,48.06999969482422,47.439998626708984,47.529998779296875,24165000
2018-01-04,42.62239456176758,48.18000030517578,48.189998626708984,47.720001220703125,47.9900016784668,19815100
2018-01-05,42.87895584106445,48.470001220703125,48.630001068115234,48.279998779296875,48.41999816894531,14496400
2018-01-08,43.33012390136719,48.97999954223633,49.06999969482422,47.939998626708984,48.29999923706055,15075000
2018-01-09,43.56990432739258,49.060001373291016,49.36000061035156,48.91999816894531,49.25,14153700
2018-01-10,43.33900451660156,48.79999923706055,49.27000045776367,48.58000183105469,48.86000061035156,13476600
2018-01-11,43.47221755981445,48.95000076293945,49.02000045776367,48.439998626708984,48.869998931884766,11687800
2018-01-12,43.969547271728516,49.5099983215332,49.83000183105469,49.060001373291016,49.18000030517578,15978200
2018-01-16,44.040592193603516,49.59000015258789,50.060001373291016,49.439998626708984,49.849998474121094,17152600
2018-01-17,44.64449691772461,50.27000045776367,50.290000915527344,49.849998474121094,49.90999984741211,23183100
2018-01-18,44.608978271484375,50.22999954223633,50.68000030517578,50.099998474121094,50.189998626708984,17119200
2018-01-19,44.919803619384766,50.58000183105469,50.599998474121094,50.27000045776367,50.5,14011500
2018-01-22,45.03526306152344,50.709999084472656,50.7400016784668,50.27000045776367,50.43000030517578,16840000
2018-01-23,45.39937210083008,51.119998931884766,51.27000045776367,50.56999969482422,50.75,14141400
2018-01-24,45.69244384765625,51.45000076293945,52.0,51.209999084472656,51.36000061035156,17205600
2018-01-25,45.82566452026367,51.599998474121094,52.04999923706055,51.540000915527344,51.540000915527344,13904300
2018-01-26,46.846981048583984,52.75,52.75,51.7599983215332,51.86000061035156,14909200
2018-01-29,46.12761306762695,51.939998626708984,52.790000915527344,51.880001068115234,52.66999816894531,12234900
2018-01-30,45.25728988647461,50.959999084472656,51.9900016784668,50.75,51.7400016784668,16863500
2018-01-31,45.81678009033203,51.59000015258789,51.849998474121094,50.86000061035156,50.86000061035156,16806800
2018-02-01,45.85231399536133,51.630001068115234,51.97999954223633,51.2599983215332,51.36000061035156,11674100
2018-02-02,44.52016830444336,50.130001068115234,51.40999984741211,50.040000915527344,51.25,17562200
2018-02-05,42.708457946777344,48.09000015258789,50.70000076293945,48.060001373291016,50.040000915527344,19725800
2018-02-06,43.871864318847656,49.400001525878906,49.5099983215332,46.810001373291016,47.33000183105469,25921200
2018-02-07,43.40116500854492,48.869998931884766,49.849998474121094,48.81999969482422,49.20000076293945,15138000
2018-02-08,41.598331451416016,46.84000015258789,49.119998931884766,46.810001373291016,49.09000015258789,21255400
2018-02-09,42.38874435424805,47.72999954223633,48.150001525878906,45.91999816894531,47.58000183105469,23191000
2018-02-12,42.76174545288086,48.150001525878906,48.4900016784668,47.720001220703125,48.220001220703125,16261600
2018-02-13,43.063697814941406,48.4900016784668,48.68000030517578,47.77000045776367,48.0099983215332,12633100
2018-02-14,43.916263580322266,49.45000076293945,49.52000045776367,48.13999938964844,48.189998626708984,14271400
2018-02-15,44.97309494018555,50.63999938964844,50.689998626708984,49.43000030517578,49.70000076293945,14132500
2018-02-16,45.03526306152344,50.709999084472656,51.13999938964844,50.4900016784668,50.54999923706055,11098800
2018-02-20,44.3070182800293,49.88999938964844,50.310001373291016,49.65999984741211,50.20000076293945,14144900
2018-02-21,43.89850997924805,49.43000030517578,50.34000015258789,49.43000030517578,49.869998931884766,13050800
2018-02-22,44.040592193603516,49.59000015258789,50.060001373291016,49.40999984741211,49.59000015258789,9513200
2018-02-23,44.8487663269043,50.5,50.56999969482422,49.619998931884766,49.790000915527344,8866800
2018-02-26,45.44377899169922,51.16999816894531,51.2599983215332,50.5,50.59000015258789,12956000
2018-02-27,45.05302429199219,50.72999954223633,51.400001525878906,50.540000915527344,51.06999969482422,14339600
2018-02-28,44.999732971191406,50.66999816894531,51.5,50.66999816894531,51.060001373291016,14947900
2018-03-01,44.14716720581055,49.709999084472656,50.959999084472656,49.41999816894531,50.959999084472656,16539800
2018-03-02,44.688899993896484,50.31999969482422,50.400001525878906,49.15999984741211,49.33000183105469,17291000
2018-03-05,45.550350189208984,51.290000915527344,51.4900016784668,49.849998474121094,49.900001525878906,18771500
2018-03-06,45.73685836791992,51.5,51.790000915527344,51.220001220703125,51.560001373291016,13907100
2018-03-07,45.9322395324707,51.720001220703125,51.810001373291016,51.029998779296875,51.060001373291016,11727300
2018-03-08,46.29636001586914,52.130001068115234,52.15999984741211,51.470001220703125,51.939998626708984,15864400
2018-03-09,47.042354583740234,52.970001220703125,53.0,52.20000076293945,52.349998474121094,16218600
2018-03-12,46.98019790649414,52.900001525878906,53.439998626708984,52.66999816894531,52.97999954223633,14108400
