Date,Adj Close,Close,High,Low,Open,Volume
2016-01-04,36.78995132446289,37.09199905395508,37.202999114990234,36.56290054321289,37.150001525878906,65456000
2016-01-05,36.82665252685547,37.12900161743164,37.599998474121094,36.93199920654297,37.3224983215332,39014000
2016-01-06,36.87822723388672,37.180999755859375,37.35900115966797,36.44599914550781,36.5,38940000
2016-01-07,36.02375030517578,36.31949996948242,36.92499923706055,35.952999114990234,36.515499114990234,59274000
2016-01-08,35.43259811401367,35.7234992980957,36.6614990234375,35.650001525878906,36.5724983215332,49018000
2016-01-11,35.50996780395508,35.80149841308594,35.9427490234375,35.176998138427734,35.830501556396484,41812000
2016-01-12,36.00788879394531,36.30350112915039,36.4375,35.865848541259766,36.08399963378906,40490000
2016-01-13,34.742767333984375,35.02799987792969,36.73699951171875,34.93050003051758,36.54249954223633,50034000
2016-01-14,35.44499588012695,35.736000061035156,36.096248626708984,34.45500183105469,35.26900100708008,44516000
2016-01-15,34.439754486083984,34.72249984741211,35.33700180053711,34.26850128173828,34.614498138427734,72162000
2016-01-19,34.80376052856445,35.089500427246094,35.499000549316406,34.670501708984375,35.165000915527344,45362000
2016-01-20,34.63812255859375,34.92250061035156,35.342498779296875,33.66299819946289,34.43050003051758,68900000
2016-01-21,35.04180908203125,35.329498291015625,35.95949935913086,34.722999572753906,35.10900115966797,48244000
2016-01-22,35.96721267700195,36.26250076293945,36.40650177001953,36.00605010986328,36.18000030517578,40236000
2016-01-25,35.293739318847656,35.583499908447266,36.48400115966797,35.5004997253418,36.17900085449219,34234000
2016-01-26,35.36167907714844,35.652000427246094,35.91400146484375,35.32400131225586,35.692501068115234,26634000
2016-01-27,34.71449279785156,34.9995002746582,35.91175079345703,34.71950149536133,35.68349838256836,43884000
2016-01-28,36.250389099121094,36.54800033569336,36.68450164794922,35.61750030517578,36.111000061035156,53528000
2016-01-29,36.84500503540039,37.147499084472656,37.2495002746582,36.34000015258789,36.576499938964844,69486000
2016-02-01,37.293819427490234,37.599998474121094,37.893001556396484,37.16350173950195,37.52299880981445,102784000
2016-02-02,37.92116928100586,38.23249816894531,39.493499755859375,38.23249816894531,39.224998474121094,126962000
2016-02-03,36.0515251159668,36.34749984741211,38.724998474121094,36.025001525878906,38.51100158691406,123420000
2016-02-04,35.11223220825195,35.4005012512207,36.349998474121094,35.09299850463867,36.140499114990234,103374000
2016-02-05,33.900177001953125,34.17850112915039,35.199501037597656,34.00749969482422,35.19350051879883,102114000
2016-02-08,33.85902404785156,34.137001037597656,34.201499938964844,33.15299987792969,33.39250183105469,84948000
2016-02-09,33.629398345947266,33.90549850463867,34.994998931884766,33.438499450683594,33.61600112915039,72178000
2016-02-10,33.92745590209961,34.20600128173828,35.06549835205078,34.10649871826172,34.34299850463867,52760000
2016-02-11,33.87736892700195,34.15549850463867,34.467498779296875,33.44340133666992,33.75,60480000
2016-02-12,33.84215545654297,34.119998931884766,34.6875,33.93000030517578,34.51300048828125,42828000
2016-02-16,34.268653869628906,34.54999923706055,34.900001525878906,34.252498626708984,34.64899826049805,50400000
2016-02-17,35.13157272338867,35.41999816894531,35.48749923706055,34.569000244140625,34.90449905395508,49852000
2016-02-18,34.58357238769531,34.86750030517578,35.61750030517578,34.80149841308594,35.5,37664000
2016-02-19,34.76012420654297,35.045501708984375,35.154048919677734,34.70249938964844,34.75149917602539,31786000
2016-02-22,35.035362243652344,35.323001861572266,35.6619987487793,35.1254997253418,35.372501373291016,38996000
2016-02-23,34.50918197631836,34.79249954223633,35.41999816894531,34.67900085449219,35.0724983215332,40186000
2016-02-24,34.693172454833984,34.97800064086914,35.0,34.03900146484375,34.44599914550781,39272000
2016-02-25,35.000144958496094,35.287498474121094,35.29899978637695,34.52925109863281,35.0004997253418,32844000
2016-02-26,34.966426849365234,35.253501892089844,35.67150115966797,35.042999267578125,35.42900085449219,44870000
2016-02-29,34.604400634765625,34.88850021362305,35.544498443603516,34.88399887084961,35.01599884033203,49622000
2016-03-01,35.6478271484375,35.94049835205078,35.94049835205078,34.98849868774414,35.180999755859375,43028000
2016-03-02,35.649818420410156,35.942501068115234,36.0,35.599998474121094,35.95000076293945,32580000
2016-03-03,35.33094024658203,35.62099838256836,35.97249984741211,35.30099868774414,35.933998107910156,39160000
2016-03-04,35.25505828857422,35.544498443603516,35.824501037597656,35.30099868774414,35.7495002746582,39442000
2016-03-07,34.4749641418457,34.757999420166016,35.40454864501953,34.345001220703125,35.345001220703125,59702000
2016-03-08,34.41594696044922,34.69850158691406,35.18949890136719,34.266998291015625,34.429500579833984,41526000
2016-03-09,34.9748649597168,35.262001037597656,35.284000396728516,34.70000076293945,34.923500061035156,28430000
2016-03-10,35.35076904296875,35.64099884033203,35.821998596191406,35.167999267578125,35.40599822998047,56670000
2016-03-11,36.045074462890625,36.340999603271484,36.34600067138672,35.85625076293945,36.0,39416000
2016-03-14,36.22707748413086,36.52450180053711,36.775001525878906,36.25749969482422,36.34049987792969,34366000
2016-03-15,36.11995315551758,36.416500091552734,36.614498138427734,36.23849868774414,36.34600067138672,34420000
2016-03-16,36.50479507446289,36.804500579833984,36.87350082397461,36.22549819946289,36.31850051879883,32488000
2016-03-17,36.58860397338867,36.888999938964844,37.153499603271484,36.79999923706055,36.8224983215332,37216000
2016-03-18,36.57968521118164,36.880001068115234,37.099998474121094,36.59149932861328,37.09299850463867,59614000
2016-03-21,36.80235290527344,37.10449981689453,37.125,36.67580032348633,36.82500076293945,36730000
2016-03-22,36.735897064208984,37.037498474121094,37.25,36.87300109863281,36.87300109863281,25394000
2016-03-23,36.60249710083008,36.90299987792969,37.2859992980957,36.807498931884766,37.11800003051758,28642000
2016-03-24,36.46561813354492,36.76499938964844,36.88734817504883,36.54999923706055,36.60049819946289,31898000
2016-03-28,36.377838134765625,36.67649841308594,36.949501037597656,36.625,36.839500427246094,26026000
2016-03-29,36.93526077270508,37.23849868774414,37.36249923706055,36.4379997253418,36.72949981689453,38076000
2016-03-30,37.22092056274414,37.5265007019043,37.89400100708008,37.4370002746582,37.505001068115234,35648000
2016-03-31,36.944190979003906,37.247501373291016,37.54249954223633,37.047000885009766,37.462501525878906,34376000
2016-04-01,37.19017028808594,37.49549865722656,37.516998291015625,36.849998474121094,36.93000030517578,31534000
2016-04-04,36.96105194091797,37.26449966430664,37.63999938964844,37.121498107910156,37.50299835205078,22684000
2016-04-05,36.589603424072266,36.88999938964844,37.13999938964844,36.76850128173828,36.900001525878906,22646000
2016-04-06,36.980892181396484,37.28450012207031,37.3120002746582,36.77799987792969,36.78850173950195,21074000
2016-04-07,36.712589263916016,37.013999938964844,37.349998474121094,36.81399917602539,37.26850128173828,29064000
2016-04-08,36.656551361083984,36.95750045776367,37.272499084472656,36.77750015258789,37.19850158691406,25816000
2016-04-11,36.50529098510742,36.80500030517578,37.25,36.8025016784668,37.1510009765625,24402000
2016-04-12,36.851951599121094,37.15449905395508,37.19150161743164,36.550498962402344,36.900001525878906,27060000
2016-04-13,37.27992630004883,37.58599853515625,37.71900177001953,37.213050842285156,37.45800018310547,34142000
2016-04-14,37.353328704833984,37.65999984741211,37.865501403808594,37.635250091552734,37.70050048828125,22706000
2016-04-15,37.640968322753906,37.95000076293945,38.04999923706055,37.634700775146484,37.69900131225586,36186000
2016-04-18,38.018375396728516,38.330501556396484,38.40250015258789,37.8650016784668,38.02299880981445,31176000
2016-04-19,37.38953399658203,37.69649887084961,38.494998931884766,37.46649932861328,38.47549819946289,40610000
2016-04-20,37.32704544067383,37.63349914550781,37.90660095214844,37.5004997253418,37.900001525878906,30584000
2016-04-21,37.647911071777344,37.957000732421875,38.022499084472656,37.477500915527344,37.76900100708008,61210000
2016-04-22,35.64585494995117,35.938499450683594,36.805999755859375,35.68050003051758,36.314998626708984,119038000
2016-04-25,35.86306381225586,36.157501220703125,36.19649887084961,35.77949905395508,35.80500030517578,39184000
2016-04-26,35.11867904663086,35.40700149536133,36.288299560546875,35.15129852294922,36.270999908447266,54892000
2016-04-27,35.004615783691406,35.29199981689453,35.44900131225586,34.61825180053711,35.364498138427734,61972000
2016-04-28,34.269649505615234,34.55099868774414,35.708499908447266,34.477500915527344,35.41299819946289,57346000
2016-04-29,34.36834716796875,34.6505012512207,34.88100051879883,34.45000076293945,34.53499984741211,49754000
2016-05-02,34.626220703125,34.910499572753906,35.03200149536133,34.54999923706055,34.881500244140625,32906000
2016-05-03,34.33610153198242,34.61800003051758,34.891998291015625,34.599998474121094,34.84349822998047,30876000
2016-05-04,34.50174331665039,34.78499984741211,34.98749923706055,34.45050048828125,34.52450180053711,33870000
2016-05-05,34.78590774536133,35.07149887084961,35.11600112915039,34.7859992980957,34.8849983215332,33670000
2016-05-06,35.26647186279297,35.555999755859375,35.59299850463867,34.90534973144531,34.91899871826172,36586000
2016-05-09,35.354740142822266,35.64500045776367,35.93550109863281,35.5,35.599998474121094,30206000
2016-05-10,35.86455535888672,36.159000396728516,36.17499923706055,35.7859992980957,35.837501525878906,31392000
2016-05-11,35.4732666015625,35.76449966430664,36.2239990234375,35.63999938964844,36.170501708984375,33842000
2016-05-12,35.37507629394531,35.66550064086914,35.962501525878906,35.45000076293945,35.85300064086914,27214000
2016-05-13,35.252079010009766,35.541500091552734,35.833099365234375,35.4630012512207,35.596500396728516,26290000
2016-05-16,35.53277587890625,35.824501037597656,35.92399978637695,35.282501220703125,35.45650100708008,26342000
2016-05-17,35.02396011352539,35.311500549316406,36.07600021362305,35.205501556396484,35.79949951171875,40024000
2016-05-18,35.043792724609375,35.33150100708008,35.58000183105469,35.03150177001953,35.18349838256836,35336000
2016-05-19,34.730865478515625,35.01599884033203,35.29999923706055,34.84000015258789,35.11800003051758,33404000
2016-05-20,35.19802474975586,35.48699951171875,35.729000091552734,35.0260009765625,35.08100128173828,36568000
2016-05-23,34.92527389526367,35.21200180053711,35.57389831542969,35.20899963378906,35.326499938964844,26614000
2016-05-24,35.711307525634766,36.00450134277344,36.048500061035156,35.34299850463867,35.34299850463867,38590000
2016-05-25,35.968204498291016,36.26350021362305,36.3754997253418,35.98524856567383,36.03799819946289,32584000
2016-05-26,35.911170959472656,36.20600128173828,36.416500091552734,36.013999938964844,36.14350128173828,31526000
2016-05-27,36.334693908691406,36.632999420166016,36.696800231933594,36.20000076293945,36.20050048828125,39500000
2016-05-31,36.4864501953125,36.7859992980957,36.98649978637695,36.5629997253418,36.58700180053711,42590000
2016-06-01,36.408592224121094,36.70750045776367,36.86050033569336,36.53300094604492,36.72650146484375,25072000
2016-06-02,36.222618103027344,36.52000045776367,36.6510009765625,36.208499908447266,36.625,26836000
2016-06-03,35.82289505004883,36.117000579833984,36.4744987487793,36.02799987792969,36.4635009765625,24526000
2016-06-06,35.5357551574707,35.82749938964844,36.24549865722656,35.730499267578125,36.24549865722656,31306000
2016-06-07,35.540714263916016,35.83250045776367,36.0989990234375,35.82749938964844,35.992000579833984,26724000
2016-06-08,36.11748123168945,36.41400146484375,36.42850112915039,36.02899932861328,36.198001861572266,31674000
